"Function / Call Stack","CPU Time","Instructions Retired","Microarchitecture Usage","Module","Function (Full)","Source File","Start Address"
"func@0x1403c9f89","9.99996e-05","0","0","ntoskrnl.exe","func@0x1403c9f89","[Unknown]","0x1403c9f89"
"func@0x1402be1fb","9.99996e-05","0","0","ntoskrnl.exe","func@0x1402be1fb","[Unknown]","0x1402be1fb"
"ExReleaseFastMutex","9.99996e-05","0","0.1","ntoskrnl.exe","ExReleaseFastMutex","[Unknown]","0x1402bc7d0"
"func@0x1404457a0","9.99996e-05","0","0","ntoskrnl.exe","func@0x1404457a0","[Unknown]","0x1404457a0"
"IoGetRequestorProcessId","9.99996e-05","0","0","ntoskrnl.exe","IoGetRequestorProcessId","[Unknown]","0x140406220"
"func@0x140333930","9.99996e-05","0","0","ntoskrnl.exe","func@0x140333930","[Unknown]","0x140333930"
"func@0x1409892a0","9.99996e-05","0","0.166667","ntoskrnl.exe","func@0x1409892a0","[Unknown]","0x1409892a0"
"func@0x1403ce4b0","9.99996e-05","0","","ntoskrnl.exe","func@0x1403ce4b0","[Unknown]","0x1403ce4b0"
"func@0x14023d520","9.99996e-05","0","0","ntoskrnl.exe","func@0x14023d520","[Unknown]","0x14023d520"
"func@0x1402374d0","9.99996e-05","0","0","ntoskrnl.exe","func@0x1402374d0","[Unknown]","0x1402374d0"
"func@0x14089a8e0","9.99996e-05","0","0","ntoskrnl.exe","func@0x14089a8e0","[Unknown]","0x14089a8e0"
"func@0x14026f3c0","9.99996e-05","0","0","ntoskrnl.exe","func@0x14026f3c0","[Unknown]","0x14026f3c0"
"func@0x140209ee0","9.99996e-05","0","0","ntoskrnl.exe","func@0x140209ee0","[Unknown]","0x140209ee0"
"func@0x1402367c0","9.99996e-05","0","0","ntoskrnl.exe","func@0x1402367c0","[Unknown]","0x1402367c0"
"func@0x1409de1c9","9.99996e-05","0","0","ntoskrnl.exe","func@0x1409de1c9","[Unknown]","0x1409de1c9"
"func@0x1402a71a0","9.99996e-05","0","0.133333","ntoskrnl.exe","func@0x1402a71a0","[Unknown]","0x1402a71a0"
"PsGetCurrentProcessId","9.99996e-05","537600","0","ntoskrnl.exe","PsGetCurrentProcessId","[Unknown]","0x140421250"
"func@0x14091a10d","9.99996e-05","537600","0","ntoskrnl.exe","func@0x14091a10d","[Unknown]","0x14091a10d"
"func@0x1404085d1","9.99996e-05","0","0.25","ntoskrnl.exe","func@0x1404085d1","[Unknown]","0x1404085d1"
"func@0x14033d640","9.99996e-05","0","0","ntoskrnl.exe","func@0x14033d640","[Unknown]","0x14033d640"
"func@0x140849130","9.99996e-05","0","0","ntoskrnl.exe","func@0x140849130","[Unknown]","0x140849130"
"func@0x140308750","9.99996e-05","2150400","1","ntoskrnl.exe","func@0x140308750","[Unknown]","0x140308750"
"memcmp","9.99996e-05","537600","","ntoskrnl.exe","memcmp","[Unknown]","0x1406c1710"
"func@0x1402d6620","9.99996e-05","0","0","ntoskrnl.exe","func@0x1402d6620","[Unknown]","0x1402d6620"
"func@0x140357ee0","9.99996e-05","0","0","ntoskrnl.exe","func@0x140357ee0","[Unknown]","0x140357ee0"
"func@0x1404e0c30","9.99996e-05","0","0","ntoskrnl.exe","func@0x1404e0c30","[Unknown]","0x1404e0c30"
"func@0x1403d8630","9.99996e-05","0","0","ntoskrnl.exe","func@0x1403d8630","[Unknown]","0x1403d8630"
"func@0x1403ab5b2","9.99996e-05","0","0","ntoskrnl.exe","func@0x1403ab5b2","[Unknown]","0x1403ab5b2"
"func@0x140842ed0","9.99996e-05","0","0","ntoskrnl.exe","func@0x140842ed0","[Unknown]","0x140842ed0"
"func@0x1403af828","9.99996e-05","0","0.1875","ntoskrnl.exe","func@0x1403af828","[Unknown]","0x1403af828"
"func@0x14044f401","9.99996e-05","0","0.75","ntoskrnl.exe","func@0x14044f401","[Unknown]","0x14044f401"
"func@0x140296dd2","9.99996e-05","0","0","ntoskrnl.exe","func@0x140296dd2","[Unknown]","0x140296dd2"
"KeEnterGuardedRegion","9.99996e-05","537600","0","ntoskrnl.exe","KeEnterGuardedRegion","[Unknown]","0x140415420"
"func@0x14028f5c0","9.99996e-05","0","0","ntoskrnl.exe","func@0x14028f5c0","[Unknown]","0x14028f5c0"
"func@0x14084140e","9.99996e-05","0","0","ntoskrnl.exe","func@0x14084140e","[Unknown]","0x14084140e"
"func@0x140300370","9.99996e-05","0","0","ntoskrnl.exe","func@0x140300370","[Unknown]","0x140300370"
"func@0x14030a930","9.99996e-05","0","0.25","ntoskrnl.exe","func@0x14030a930","[Unknown]","0x14030a930"
"func@0x14027dbc0","9.99996e-05","4300800","0.15","ntoskrnl.exe","func@0x14027dbc0","[Unknown]","0x14027dbc0"
"func@0x140329e30","9.99996e-05","0","0","ntoskrnl.exe","func@0x140329e30","[Unknown]","0x140329e30"
"func@0x1403f9380","9.99996e-05","0","0","ntoskrnl.exe","func@0x1403f9380","[Unknown]","0x1403f9380"
"func@0x14029c8cf","9.99996e-05","0","0","ntoskrnl.exe","func@0x14029c8cf","[Unknown]","0x14029c8cf"
"IoGetRelatedDeviceObject","9.99996e-05","0","0.5","ntoskrnl.exe","IoGetRelatedDeviceObject","[Unknown]","0x14025bd40"
"func@0x1400127c0","9.99996e-05","0","0","ntfs.sys","func@0x1400127c0","[Unknown]","0x1400127c0"
"func@0x1400b694c","9.99996e-05","0","1","atc.sys","func@0x1400b694c","[Unknown]","0x1400b694c"
"func@0x14013d0ea","9.99996e-05","0","0","ntfs.sys","func@0x14013d0ea","[Unknown]","0x14013d0ea"
"func@0x1403de9e0","9.99996e-05","0","0.125","ntoskrnl.exe","func@0x1403de9e0","[Unknown]","0x1403de9e0"
"func@0x1401514e0","9.99996e-05","0","","ntfs.sys","func@0x1401514e0","[Unknown]","0x1401514e0"
"func@0x1402a1bf0","9.99996e-05","0","0.2","ntoskrnl.exe","func@0x1402a1bf0","[Unknown]","0x1402a1bf0"
"func@0x140034a3c","9.99996e-05","0","0","dxgmms2.sys","func@0x140034a3c","[Unknown]","0x140034a3c"
"func@0x14004efb0","9.99996e-05","0","0","storport.sys","func@0x14004efb0","[Unknown]","0x14004efb0"
"func@0x140343c70","9.99996e-05","0","0.25","ntoskrnl.exe","func@0x140343c70","[Unknown]","0x140343c70"
"func@0x140010c70","9.99996e-05","0","0","dxgmms2.sys","func@0x140010c70","[Unknown]","0x140010c70"
"func@0x1402ff7d2","9.99996e-05","537600","0","ntoskrnl.exe","func@0x1402ff7d2","[Unknown]","0x1402ff7d2"
"func@0x180001d1c","9.99996e-05","0","0.0555556","bdhkm64.dll","func@0x180001d1c","[Unknown]","0x180001d1c"
"func@0x1402a3678","9.99996e-05","0","0","ntoskrnl.exe","func@0x1402a3678","[Unknown]","0x1402a3678"
"func@0x14030ac66","9.99996e-05","0","0.166667","ntoskrnl.exe","func@0x14030ac66","[Unknown]","0x14030ac66"
"func@0x1405ef760","9.99996e-05","0","0","atc.sys","func@0x1405ef760","[Unknown]","0x1405ef760"
"func@0x14002bb60","9.99996e-05","537600","0","dxgkrnl.sys","func@0x14002bb60","[Unknown]","0x14002bb60"
"func@0x1400db1a0","9.99996e-05","0","0","atc.sys","func@0x1400db1a0","[Unknown]","0x1400db1a0"
"func@0x14040f560","9.99996e-05","0","0","atc.sys","func@0x14040f560","[Unknown]","0x14040f560"
"func@0x180010074","9.99996e-05","0","0","fltmgr.sys","func@0x180010074","[Unknown]","0x180010074"
"AreFileApisANSI","9.99996e-05","0","0","kernel32.dll","AreFileApisANSI","[Unknown]","0x18003e780"
"func@0x1406124a4","9.99996e-05","0","0","atc.sys","func@0x1406124a4","[Unknown]","0x1406124a4"
"func@0x140005c0c","9.99996e-05","0","0","dxgmms2.sys","func@0x140005c0c","[Unknown]","0x140005c0c"
"func@0x140127df0","9.99996e-05","0","0","ntfs.sys","func@0x140127df0","[Unknown]","0x140127df0"
"func@0x1400cdbd0","9.99996e-05","0","0","nvlddmkm.sys","func@0x1400cdbd0","[Unknown]","0x1400cdbd0"
"func@0x140159f10","9.99996e-05","0","0","vlflt.sys","func@0x140159f10","[Unknown]","0x140159f10"
"func@0x1400073b0","9.99996e-05","0","0","bindflt.sys","func@0x1400073b0","[Unknown]","0x1400073b0"
"func@0x14002ea30","9.99996e-05","0","0.25","ntfs.sys","func@0x14002ea30","[Unknown]","0x14002ea30"
"func@0x1400054c0","9.99996e-05","0","0","ntfs.sys","func@0x1400054c0","[Unknown]","0x1400054c0"
"func@0x140007010","9.99996e-05","0","0.25","bindflt.sys","func@0x140007010","[Unknown]","0x140007010"
"func@0x14001aed0","9.99996e-05","0","0","storport.sys","func@0x14001aed0","[Unknown]","0x14001aed0"
"func@0x1402e9ae0","9.99996e-05","0","0","atc.sys","func@0x1402e9ae0","[Unknown]","0x1402e9ae0"
"func@0x140195040","9.99996e-05","0","0.5","atc.sys","func@0x140195040","[Unknown]","0x140195040"
"func@0x1401c2860","9.99996e-05","0","0","atc.sys","func@0x1401c2860","[Unknown]","0x1401c2860"
"func@0x1400b91c0","9.99996e-05","0","0","atc.sys","func@0x1400b91c0","[Unknown]","0x1400b91c0"
"func@0x18000c880","9.99996e-05","537600","","ntdll.dll","func@0x18000c880","[Unknown]","0x18000c880"
"read","9.99996e-05","537600","0","ucrtbase.dll","read","[Unknown]","0x180007b70"
"func@0x18000f560","9.99996e-05","0","0","fltmgr.sys","func@0x18000f560","[Unknown]","0x18000f560"
"func@0x180044b80","9.99996e-05","0","0","ntdll.dll","func@0x180044b80","[Unknown]","0x180044b80"
"func@0x14024de1d","9.99996e-05","1075200","0.166667","ntoskrnl.exe","func@0x14024de1d","[Unknown]","0x14024de1d"
"fputc","9.99996e-05","0","0","ucrtbase.dll","fputc","[Unknown]","0x18001d930"
"func@0x1401950c0","9.99996e-05","0","0","atc.sys","func@0x1401950c0","[Unknown]","0x1401950c0"
"func@0x18000dff0","9.99996e-05","0","0.5","fltmgr.sys","func@0x18000dff0","[Unknown]","0x18000dff0"
"func@0x1402f8e80","9.99996e-05","0","0","atc.sys","func@0x1402f8e80","[Unknown]","0x1402f8e80"
"func@0x140405760","9.99996e-05","0","0.125","atc.sys","func@0x140405760","[Unknown]","0x140405760"
"stbi__jpeg_get_bits","9.99996e-05","1075200","0.142857","kip_sequential_soa_profile.exe","stbi__jpeg_get_bits","stb_image.h","0x14001319d"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","9.99996e-05","537600","0","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x14002657d"
"func@0x14026c660","9.99996e-05","0","0.166667","atc.sys","func@0x14026c660","[Unknown]","0x14026c660"
"func@0x1800081d0","9.99996e-05","1075200","0","ucrtbase.dll","func@0x1800081d0","[Unknown]","0x1800081d0"
"func@0x1401c3a40","9.99996e-05","537600","0.166667","atc.sys","func@0x1401c3a40","[Unknown]","0x1401c3a40"
"FltGetStreamHandleContext","9.99996e-05","2688000","0.3125","fltmgr.sys","FltGetStreamHandleContext","[Unknown]","0x180008e90"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","9.99996e-05","0","0","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x140026675"
"func@0x140410180","9.99996e-05","0","0.125","atc.sys","func@0x140410180","[Unknown]","0x140410180"
"func@0x1800098b0","9.99996e-05","1075200","0","fltmgr.sys","func@0x1800098b0","[Unknown]","0x1800098b0"
"func@0x18004f56c","9.99996e-05","0","0","ntdll.dll","func@0x18004f56c","[Unknown]","0x18004f56c"
"func@0x1403e95c0","9.99996e-05","0","0.5","atc.sys","func@0x1403e95c0","[Unknown]","0x1403e95c0"
"func@0x1801340b8","9.99996e-05","537600","0","ntdll.dll","func@0x1801340b8","[Unknown]","0x1801340b8"
"func@0x1402e4a4c","9.99996e-05","537600","0","atc.sys","func@0x1402e4a4c","[Unknown]","0x1402e4a4c"
"func@0x140033950","9.99996e-05","0","0","ntfs.sys","func@0x140033950","[Unknown]","0x140033950"
"func@0x1402ca3e0","9.99996e-05","0","0","igdkmdn64.sys","func@0x1402ca3e0","[Unknown]","0x1402ca3e0"
"func@0x1403b9660","9.99996e-05","0","0","atc.sys","func@0x1403b9660","[Unknown]","0x1403b9660"
"func@0x140414da0","9.99996e-05","537600","0.2","atc.sys","func@0x140414da0","[Unknown]","0x140414da0"
"func@0x140415740","9.99996e-05","0","0","atc.sys","func@0x140415740","[Unknown]","0x140415740"
"func@0x18005ba50","9.99996e-05","0","0","cng.sys","func@0x18005ba50","[Unknown]","0x18005ba50"
"func@0x18005a0ac","9.99996e-05","0","0.5","ntdll.dll","func@0x18005a0ac","[Unknown]","0x18005a0ac"
"func@0x1405ffec0","9.99996e-05","0","0","atc.sys","func@0x1405ffec0","[Unknown]","0x1405ffec0"
"stbi__mul2shorts_valid","9.99996e-05","3225600","0.3","kip_sequential_soa_profile.exe","stbi__mul2shorts_valid","stb_image.h","0x140021fa6"
"func@0x180091dd0","9.99996e-05","0","0","ntdll.dll","func@0x180091dd0","[Unknown]","0x180091dd0"
"func@0x1c0001dc0","9.99996e-05","0","0","fileinfo.sys","func@0x1c0001dc0","[Unknown]","0x1c0001dc0"
"func@0x1405f7840","9.99996e-05","0","0","atc.sys","func@0x1405f7840","[Unknown]","0x1405f7840"
"func@0x1402e5220","9.99996e-05","0","0.166667","atc.sys","func@0x1402e5220","[Unknown]","0x1402e5220"
"func@0x1400f78e0","9.99996e-05","0","0","iastorvd.sys","func@0x1400f78e0","[Unknown]","0x1400f78e0"
"func@0x140003120","9.99996e-05","0","0","iorate.sys","func@0x140003120","[Unknown]","0x140003120"
"bsearch","9.99996e-05","0","0","ntoskrnl.exe","bsearch","[Unknown]","0x1404fbff0"
"func@0x1403fcc00","9.99996e-05","0","0","atc.sys","func@0x1403fcc00","[Unknown]","0x1403fcc00"
"func@0x1404606c0","9.99996e-05","0","0","atc.sys","func@0x1404606c0","[Unknown]","0x1404606c0"
"func@0x140005b70","9.99996e-05","0","0","hdaudbus.sys","func@0x140005b70","[Unknown]","0x140005b70"
"func@0x18001a2cc","9.99996e-05","0","0","kernelbase.dll","func@0x18001a2cc","[Unknown]","0x18001a2cc"
"RtlEqualUnicodeString","9.99996e-05","0","0","ntdll.dll","RtlEqualUnicodeString","[Unknown]","0x1800a7500"
"func@0x140320ee0","9.99996e-05","0","0.25","atc.sys","func@0x140320ee0","[Unknown]","0x140320ee0"
"func@0x140461780","9.99996e-05","0","0","atc.sys","func@0x140461780","[Unknown]","0x140461780"
"load_jpeg_image","9.99996e-05","1075200","0.115385","kip_sequential_soa_profile.exe","load_jpeg_image","stb_image.h","0x140012541"
"func@0x140415580","9.99996e-05","537600","0.5","atc.sys","func@0x140415580","[Unknown]","0x140415580"
"NdisReferenceWithTag","9.99996e-05","0","0","ndis.sys","NdisReferenceWithTag","[Unknown]","0x1400111d0"
"func@0x180019ae0","9.99996e-05","0","0","apphelp.dll","func@0x180019ae0","[Unknown]","0x180019ae0"
"func@0x1402e6f20","9.99996e-05","0","0","atc.sys","func@0x1402e6f20","[Unknown]","0x1402e6f20"
"func@0x1401c37c0","9.99996e-05","0","0","atc.sys","func@0x1401c37c0","[Unknown]","0x1401c37c0"
"func@0x14047ca00","9.99996e-05","0","0.125","atc.sys","func@0x14047ca00","[Unknown]","0x14047ca00"
"func@0x140482698","9.99996e-05","537600","0.5","atc.sys","func@0x140482698","[Unknown]","0x140482698"
"RtlLookupFunctionEntry","9.99996e-05","0","0","ntdll.dll","RtlLookupFunctionEntry","[Unknown]","0x180041b10"
"func@0x1800444d4","9.99996e-05","1075200","0","apphelp.dll","func@0x1800444d4","[Unknown]","0x1800444d4"
"func@0x180047230","9.99996e-05","0","0","ntdll.dll","func@0x180047230","[Unknown]","0x180047230"
"func@0x1401c07d4","9.99996e-05","0","0","atc.sys","func@0x1401c07d4","[Unknown]","0x1401c07d4"
"func@0x1800044d3","9.99996e-05","0","0","apphelp.dll","func@0x1800044d3","[Unknown]","0x1800044d3"
"func@0x1800bd9ab","9.99996e-05","537600","0.833333","ntdll.dll","func@0x1800bd9ab","[Unknown]","0x1800bd9ab"
"func@0x1801668c0","9.99996e-05","0","0","ntdll.dll","func@0x1801668c0","[Unknown]","0x1801668c0"
"func@0x14040fc80","9.99996e-05","0","0","atc.sys","func@0x14040fc80","[Unknown]","0x14040fc80"
"func@0x140164850","9.99996e-05","0","0","ntfs.sys","func@0x140164850","[Unknown]","0x140164850"
"func@0x1401590df","9.99996e-05","0","0","vlflt.sys","func@0x1401590df","[Unknown]","0x1401590df"
"func@0x180164120","9.99996e-05","0","0","ntdll.dll","func@0x180164120","[Unknown]","0x180164120"
"NtClose","9.99996e-05","0","0","ntdll.dll","NtClose","[Unknown]","0x180160550"
"func@0x14038a1b0","9.99996e-05","0","0","igdkmdn64.sys","func@0x14038a1b0","[Unknown]","0x14038a1b0"
"func@0x140021a60","9.99996e-05","0","0","igdkmdn64.sys","func@0x140021a60","[Unknown]","0x140021a60"
"func@0x140188a60","9.99996e-05","0","0","ntfs.sys","func@0x140188a60","[Unknown]","0x140188a60"
"func@0x140250bb0","9.99996e-05","0","0","ntfs.sys","func@0x140250bb0","[Unknown]","0x140250bb0"
"func@0x140156560","9.99996e-05","3225600","0.375","ntfs.sys","func@0x140156560","[Unknown]","0x140156560"
"func@0x140046700","9.99996e-05","0","0","igdkmdn64.sys","func@0x140046700","[Unknown]","0x140046700"
"RtlReleaseSRWLockExclusive","9.99996e-05","0","0","ntdll.dll","RtlReleaseSRWLockExclusive","[Unknown]","0x18006c390"
"func@0x14004ad80","9.99996e-05","0","0","igdkmdn64.sys","func@0x14004ad80","[Unknown]","0x14004ad80"
"func@0x18016410c","9.99996e-05","0","0","ntdll.dll","func@0x18016410c","[Unknown]","0x18016410c"
"func@0x180115ab8","9.99996e-05","0","0.5","ntdll.dll","func@0x180115ab8","[Unknown]","0x180115ab8"
"func@0x14021bbe0","9.99996e-05","0","0","igdkmdn64.sys","func@0x14021bbe0","[Unknown]","0x14021bbe0"
"func@0x140037450","9.99996e-05","0","0","igdkmdn64.sys","func@0x140037450","[Unknown]","0x140037450"
"func@0x1800ad3a8","9.99996e-05","0","0","ntdll.dll","func@0x1800ad3a8","[Unknown]","0x1800ad3a8"
"memset","9.99996e-05","0","0","ntdll.dll","memset","[Unknown]","0x180171030"
"func@0x140037540","9.99996e-05","537600","0","igdkmdn64.sys","func@0x140037540","[Unknown]","0x140037540"
"func@0x140001b60","9.99996e-05","0","0","intelppm.sys","func@0x140001b60","[Unknown]","0x140001b60"
"func@0x14003e4f0","9.99996e-05","0","0","igdkmdn64.sys","func@0x14003e4f0","[Unknown]","0x14003e4f0"
"func@0x140034d20","9.99996e-05","0","0","vlflt.sys","func@0x140034d20","[Unknown]","0x140034d20"
"func@0x14012fb90","9.99996e-05","0","0","igdkmdn64.sys","func@0x14012fb90","[Unknown]","0x14012fb90"
"func@0x140223e40","9.99996e-05","0","0","igdkmdn64.sys","func@0x140223e40","[Unknown]","0x140223e40"
"func@0x140181a00","9.99996e-05","0","0","igdkmdn64.sys","func@0x140181a00","[Unknown]","0x140181a00"
"func@0x140317ac0","9.99996e-05","0","0","igdkmdn64.sys","func@0x140317ac0","[Unknown]","0x140317ac0"
"func@0x1403b82d0","9.99996e-05","0","0","igdkmdn64.sys","func@0x1403b82d0","[Unknown]","0x1403b82d0"
"func@0x140005b40","9.99996e-05","0","0.03125","intelppm.sys","func@0x140005b40","[Unknown]","0x140005b40"
"func@0x140257480","9.99996e-05","0","0","ntfs.sys","func@0x140257480","[Unknown]","0x140257480"
"func@0x140002fb0","9.99996e-05","0","0","partmgr.sys","func@0x140002fb0","[Unknown]","0x140002fb0"
"func@0x1401820e0","9.99996e-05","0","0","igdkmdn64.sys","func@0x1401820e0","[Unknown]","0x1401820e0"
"func@0x1403b62a0","9.99996e-05","0","0","igdkmdn64.sys","func@0x1403b62a0","[Unknown]","0x1403b62a0"
"func@0x140483480","9.99996e-05","0","0","igdkmdn64.sys","func@0x140483480","[Unknown]","0x140483480"
"operator delete","9.99996e-05","0","0","kip_sequential_soa_profile.exe","operator delete(void *,unsigned __int64)","delete_scalar_size.cpp","0x1400277e0"
"stbiw__putc","9.99996e-05","0","0","kip_sequential_soa_profile.exe","stbiw__putc","stb_image_write.h","0x1400247ac"
"func@0x140136ba0","9.99996e-05","0","0","ntfs.sys","func@0x140136ba0","[Unknown]","0x140136ba0"
"func@0x14001ce16","9.99996e-05","0","0","vlflt.sys","func@0x14001ce16","[Unknown]","0x14001ce16"
"stbiw__putc","9.99996e-05","3225600","0.266667","kip_sequential_soa_profile.exe","stbiw__putc","stb_image_write.h","0x140024a48"
"func@0x1400067e0","9.99996e-05","0","0","dxgmms2.sys","func@0x1400067e0","[Unknown]","0x1400067e0"
"func@0x180075280","9.99996e-05","0","0.5","atcuf64.dll","func@0x180075280","[Unknown]","0x180075280"
"FltDecodeParameters","9.99996e-05","0","0","fltmgr.sys","FltDecodeParameters","[Unknown]","0x18000f3d0"
"func@0x18002d5c0","9.99996e-05","0","0","atcuf64.dll","func@0x18002d5c0","[Unknown]","0x18002d5c0"
"func@0x180024440","9.99996e-05","0","0.5","fltmgr.sys","func@0x180024440","[Unknown]","0x180024440"
"FltIsOperationSynchronous","9.99996e-05","0","0.5","fltmgr.sys","FltIsOperationSynchronous","[Unknown]","0x180016520"
"stbi__refill_buffer","9.99996e-05","0","0.333333","kip_sequential_soa_profile.exe","stbi__refill_buffer","stb_image.h","0x140021b41"
"func@0x180065c00","9.99996e-05","0","","fltmgr.sys","func@0x180065c00","[Unknown]","0x180065c00"
"func@0x18000c310","9.99996e-05","0","0","fltmgr.sys","func@0x18000c310","[Unknown]","0x18000c310"
"func@0x180003f56","9.99996e-05","0","0","fltmgr.sys","func@0x180003f56","[Unknown]","0x180003f56"
"func@0x180127b8c","9.99996e-05","0","0","ntdll.dll","func@0x180127b8c","[Unknown]","0x180127b8c"
"func@0x18000b220","9.99996e-05","0","","fltmgr.sys","func@0x18000b220","[Unknown]","0x18000b220"
"func@0x18001a4a0","9.99996e-05","0","0","atcuf64.dll","func@0x18001a4a0","[Unknown]","0x18001a4a0"
"func@0x1401d3440","9.99996e-05","0","0","ntfs.sys","func@0x1401d3440","[Unknown]","0x1401d3440"
"func@0x140035790","9.99996e-05","0","0","vlflt.sys","func@0x140035790","[Unknown]","0x140035790"
"fileno","9.99996e-05","0","0","ucrtbase.dll","fileno","[Unknown]","0x180007d40"
"func@0x140005e00","9.99996e-05","0","0.25","ntfs.sys","func@0x140005e00","[Unknown]","0x140005e00"
"free_base","9.99996e-05","0","0","ucrtbase.dll","free_base","[Unknown]","0x180012d60"
"std::vector<unsigned char,std::allocator<unsigned char> >::vector","9.99996e-05","0","0","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::vector","vector","0x14002558c"
"func@0x1401a9ed0","9.99996e-05","0","0","ntfs.sys","func@0x1401a9ed0","[Unknown]","0x1401a9ed0"
"func@0x18001c0c0","9.99996e-05","0","0","bdhkm64.dll","func@0x18001c0c0","[Unknown]","0x18001c0c0"
"func@0x14014d0b2","9.99996e-05","0","0","vlflt.sys","func@0x14014d0b2","[Unknown]","0x14014d0b2"
"func@0x1800577f0","9.99996e-05","0","0","fltmgr.sys","func@0x1800577f0","[Unknown]","0x1800577f0"
"func@0x1800181a0","9.99996e-05","0","0.125","bdhkm64.dll","func@0x1800181a0","[Unknown]","0x1800181a0"
"func@0x140006d60","9.99996e-05","0","0","ntfs.sys","func@0x140006d60","[Unknown]","0x140006d60"
"RtlTryAcquireSRWLockShared","9.99996e-05","2150400","0.0714286","ntdll.dll","RtlTryAcquireSRWLockShared","[Unknown]","0x18004b210"
"stbiw__putc","9.99996e-05","1612800","0.4375","kip_sequential_soa_profile.exe","stbiw__putc","stb_image_write.h","0x140024ae3"
"FltSupportsStreamContexts","9.99996e-05","537600","0.5","fltmgr.sys","FltSupportsStreamContexts","[Unknown]","0x180014370"
"func@0x140008420","9.99996e-05","0","0","ntfs.sys","func@0x140008420","[Unknown]","0x140008420"
"func@0x180007120","9.99996e-05","0","0","ucrtbase.dll","func@0x180007120","[Unknown]","0x180007120"
"func@0x1800819a0","9.99996e-05","0","0","atcuf64.dll","func@0x1800819a0","[Unknown]","0x1800819a0"
"func@0x180134a34","9.99996e-05","537600","0","ntdll.dll","func@0x180134a34","[Unknown]","0x180134a34"
"func@0x1401f2a70","9.99996e-05","0","0","ntfs.sys","func@0x1401f2a70","[Unknown]","0x1401f2a70"
"func@0x180017f40","9.99996e-05","537600","0","bdhkm64.dll","func@0x180017f40","[Unknown]","0x180017f40"
"stbi__jpeg_get_bits","9.99996e-05","1075200","0.5","kip_sequential_soa_profile.exe","stbi__jpeg_get_bits","stb_image.h","0x140012dfc"
"func@0x180002ce0","9.99996e-05","0","0","fltmgr.sys","func@0x180002ce0","[Unknown]","0x180002ce0"
"func@0x140038bf0","9.99996e-05","0","0","ntfs.sys","func@0x140038bf0","[Unknown]","0x140038bf0"
"func@0x180001500","9.99996e-05","0","","symcryptk.dll","func@0x180001500","[Unknown]","0x180001500"
"FltAcquirePushLockShared","9.99996e-05","537600","0.166667","fltmgr.sys","FltAcquirePushLockShared","[Unknown]","0x180013c40"
"func@0x180033f00","9.99996e-05","0","0","bdhkm64.dll","func@0x180033f00","[Unknown]","0x180033f00"
"func@0x18002d7e0","9.99996e-05","0","0","bdhkm64.dll","func@0x18002d7e0","[Unknown]","0x18002d7e0"
"func@0x1400e23d0","9.99996e-05","0","0","tcpip.sys","func@0x1400e23d0","[Unknown]","0x1400e23d0"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","9.99996e-05","2688000","0.833333","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x14000e53a"
"func@0x140316fe0","0","2688000","0.178571","ntoskrnl.exe","func@0x140316fe0","[Unknown]","0x140316fe0"
"func@0x14027fcd0","0","0","0.5","ntoskrnl.exe","func@0x14027fcd0","[Unknown]","0x14027fcd0"
"func@0x14023cf64","0","537600","0","ntoskrnl.exe","func@0x14023cf64","[Unknown]","0x14023cf64"
"func@0x14029ef34","0","1075200","0.3125","ntoskrnl.exe","func@0x14029ef34","[Unknown]","0x14029ef34"
"func@0x1404e0250","0","537600","0","ntoskrnl.exe","func@0x1404e0250","[Unknown]","0x1404e0250"
"func@0x140342b60","0","0","0.333333","ntoskrnl.exe","func@0x140342b60","[Unknown]","0x140342b60"
"func@0x1404e0010","0","537600","0","ntoskrnl.exe","func@0x1404e0010","[Unknown]","0x1404e0010"
"func@0x1403f4e00","0","537600","0","atc.sys","func@0x1403f4e00","[Unknown]","0x1403f4e00"
"func@0x14043f70c","0","2150400","1","ntoskrnl.exe","func@0x14043f70c","[Unknown]","0x14043f70c"
"func@0x1403d5c00","0","537600","0","atc.sys","func@0x1403d5c00","[Unknown]","0x1403d5c00"
"func@0x140612454","0","1075200","0.375","atc.sys","func@0x140612454","[Unknown]","0x140612454"
"func@0x1402e5b00","0","537600","0","atc.sys","func@0x1402e5b00","[Unknown]","0x1402e5b00"
"func@0x14025ee60","0","0","0.25","atc.sys","func@0x14025ee60","[Unknown]","0x14025ee60"
"IoSetTopLevelIrp","0","0","1","ntoskrnl.exe","IoSetTopLevelIrp","[Unknown]","0x14041bd10"
"func@0x140242460","0","1075200","0","ntoskrnl.exe","func@0x140242460","[Unknown]","0x140242460"
"func@0x14033a3e0","0","1612800","1","ntoskrnl.exe","func@0x14033a3e0","[Unknown]","0x14033a3e0"
"func@0x1403845e0","0","537600","0.5","atc.sys","func@0x1403845e0","[Unknown]","0x1403845e0"
