"Function / Call Stack","CPU Time","Clockticks","Instructions Retired","CPI Rate","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Stores Bound","Load Bound","Average CPU Frequency","Module","Function (Full)","Source File","Start Address"
"func@0x18001e560","0.0340999","163430400","1075200","152","0.0214286","0.121429","0","1","0","0","0","0","0","0","4.7927e+09","vcruntime140.dll","func@0x18001e560","[Unknown]","0x18001e560"
"stbi__jpeg_get_bit","0.0244999","104025600","85478400","1.21698","0.178947","0.547368","0.168421","0.105263","0","0","0","0","0","0","4.24596e+09","kip_sequential_soa_profile.exe","stbi__jpeg_get_bit","stb_image.h","0x140012edd"
"getChannelAsUint8","0.0203999","106444800","349440000","0.304615","0.246154","0.407692","0.115385","0.230769","0","0","1","0","0","0","5.2179e+09","kip_sequential_soa_profile.exe","getChannelAsUint8","ImageProcessing.cpp","0x140026022"
"stbi__grow_buffer_unsafe","0.0199999","96230400","106444800","0.90404","0.4","0.63","0","0.1","0","0","0","0","0","0","4.81154e+09","kip_sequential_soa_profile.exe","stbi__grow_buffer_unsafe(struct stbi__jpeg *)","stb_image.h","0x140021ae0"
"func@0x18001b950","0.0199999","83059200","156441600","0.530928","0.46","0.095","0.445","0","0","0","0","0","0","0","4.15298e+09","ucrtbase.dll","func@0x18001b950","[Unknown]","0x18001b950"
"STBImageReader::loadRGBImage","0.0182999","83059200","358041600","0.231982","0.28","0.044","0.556","0.12","0","0","0","0","0","0","4.53877e+09","kip_sequential_soa_profile.exe","STBImageReader::loadRGBImage(class std::filesystem::path const &)","STBImageReader.cpp","0x14000e300"
"fwrite","0.0177999","77683200","147840000","0.525455","0.352941","0.235294","0.352941","0.0588235","0","0","0","0","0","0","4.36424e+09","ucrtbase.dll","fwrite","[Unknown]","0x18001b760"
"stbiw__jpg_writeBits","0.0175999","80640000","139776000","0.576923","0.453333","0.246667","0.166667","0.133333","0","0","0","0","0","0","4.58184e+09","kip_sequential_soa_profile.exe","stbiw__jpg_writeBits","stb_image_write.h","0x140024939"
"stbi__idct_simd","0.0173999","74188800","234931200","0.315789","0.158333","0.0125","0.745833","0.0833333","0","0","0","0","0","0","4.26374e+09","kip_sequential_soa_profile.exe","stbi__idct_simd(unsigned char *, int, short *)","stb_image.h","0x14001ed60"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.0146999","63168000","394598400","0.160082","0.492308","0.430769","0","0.0769231","0","0","0","0","0","0","4.29716e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x14002604b"
"stbiw__jpg_calcBits","0.0124999","54297600","120960000","0.448889","0.6","0.225","0","0.25","0","0","0","0","0","0","4.34383e+09","kip_sequential_soa_profile.exe","stbiw__jpg_calcBits","stb_image_write.h","0x140024930"
"func@0x14024aa70","0.0124999","57254400","101068800","0.566489","0.314286","0.1","0","0.714286","0","0","0","0","0","0","4.58037e+09","ntoskrnl.exe","func@0x14024aa70","[Unknown]","0x14024aa70"
"func@0x18001b850","0.0124999","58329600","165043200","0.35342","1","0.325","0","0.25","0","0","0","0","0","0","4.66639e+09","ucrtbase.dll","func@0x18001b850","[Unknown]","0x18001b850"
"getChannelAsUint8","0.0123999","56448000","341376000","0.165354","0.86","0.52","0","0","0","0","0","0","0","0","4.55228e+09","kip_sequential_soa_profile.exe","getChannelAsUint8","ImageProcessing.cpp","0x140026053"
"func@0x1406bb5ae","0.0122999","52684800","8601600","6.125","0.06","0.13","0","0.9","0","0","0","0","0","0","4.28334e+09","ntoskrnl.exe","func@0x1406bb5ae","[Unknown]","0x1406bb5ae"
"stbiw__jpg_DCT","0.0119999","49190400","165043200","0.298046","1","0.0333333","0","1","0","0","0","0","0","0","4.09922e+09","kip_sequential_soa_profile.exe","stbiw__jpg_DCT","stb_image_write.h","0x14002416b"
"STBImageReader::saveJPGImage","0.0114","52953600","288691200","0.183426","0.84","0.05","0.01","0.1","0","0","0","0","0","0","4.64507e+09","kip_sequential_soa_profile.exe","STBImageReader::saveJPGImage(class Image const &,class std::filesystem::path const &)","STBImageReader.cpp","0x14000e7e0"
"func@0x18001b8a0","0.0108","50265600","204825600","0.245407","0.733333","0.25","0.0166667","0","0","0","0","0","0","0","4.65424e+09","ucrtbase.dll","func@0x18001b8a0","[Unknown]","0x18001b8a0"
"stbiw__jpg_writeBits","0.0105","42739200","89779200","0.476048","0.272727","0.1","0.627273","0","0","0","0","0","0","0","4.07042e+09","kip_sequential_soa_profile.exe","stbiw__jpg_writeBits","stb_image_write.h","0x140024800"
"func@0x140307a70","0.00919996","38438400","18816000","2.04286","0","0","0.777778","0.222222","0","0","0","0","0","0","4.1781e+09","ntoskrnl.exe","func@0x140307a70","[Unknown]","0x140307a70"
"getChannelAsUint8","0.00829997","39782400","56448000","0.704762","0.542857","0.1","0","1","0","0","0","0","0","0","4.79308e+09","kip_sequential_soa_profile.exe","getChannelAsUint8","ImageProcessing.cpp","0x140025fda"
"ImageProcessing::extendEdge","0.00819997","34675200","165580800","0.209416","1","0.15","0","0","0","0","0","0","0","0","4.2287e+09","kip_sequential_soa_profile.exe","ImageProcessing::extendEdge(class Image const &,unsigned int)","ImageProcessing.cpp","0x140026280"
"stbi__parse_entropy_coded_data","0.00809997","31987200","98918400","0.32337","0.65","0.15","0","0.5","0","0","0","0","0","0","3.94905e+09","kip_sequential_soa_profile.exe","stbi__parse_entropy_coded_data","stb_image.h","0x1400129c4"
"func@0x1406b4c60","0.00749997","25267200","24729600","1.02174","0.114286","0","0.314286","0.571429","0","0","0","0","0","0","3.36897e+09","ntoskrnl.exe","func@0x1406b4c60","[Unknown]","0x1406b4c60"
"stbiw__jpg_writeBits","0.00619997","23385600","12902400","1.8125","0.3","0.3","0","0.5","0","0","0","0","0","0","3.77189e+09","kip_sequential_soa_profile.exe","stbiw__jpg_writeBits","stb_image_write.h","0x1400245f1"
"func@0x140344510","0.00599997","21772800","20428800","1.06579","0.4","0","0","1","0","0","0","0","0","0","3.62882e+09","ntoskrnl.exe","func@0x140344510","[Unknown]","0x140344510"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.00579998","22579200","104832000","0.215385","0.628571","0.0142857","0.357143","0","0","0","0","0","0","0","3.89298e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x1400264e8"
"stbi__resample_row_hv_2_simd","0.00569998","26611200","113971200","0.233491","0.418182","0.0272727","0.463636","0.0909091","0","0","0","0","0","0","4.66865e+09","kip_sequential_soa_profile.exe","stbi__resample_row_hv_2_simd(unsigned char *, unsigned char *, unsigned char *, int, int)","stb_image.h","0x14001f7d0"
"stbi__jpeg_decode_block_prog_dc","0.00549998","24192000","27955200","0.865385","0","0.11","0.89","0","0","0","0","0","0","0","4.39856e+09","kip_sequential_soa_profile.exe","stbi__jpeg_decode_block_prog_dc(struct stbi__jpeg *, short *, struct stbi__huffman *, int)","stb_image.h","0x140021c90"
"stbi__jpeg_get_bit","0.00539998","22310400","22041600","1.0122","0.3","0.8","0","0.5","0","0","0","0","0","0","4.13157e+09","kip_sequential_soa_profile.exe","stbi__jpeg_get_bit","stb_image.h","0x140012e4e"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.00529998","24998400","149990400","0.166667","0.657143","0.357143","0","0","0","0","0","0","0","0","4.7167e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x140025f22"
"func@0x18000bf20","0.00529998","27686400","180633600","0.153274","0.9","0.1","0","0","0","0","0","0","0","0","5.22387e+09","ucrtbase.dll","func@0x18000bf20","[Unknown]","0x18000bf20"
"stbi__jpeg_huff_decode","0.00519998","27148800","50534400","0.537234","0.25","0.125","0.625","0","0","0","0","0","0","0","5.22095e+09","kip_sequential_soa_profile.exe","stbi__jpeg_huff_decode","stb_image.h","0x140013011"
"func@0x140201850","0.00469998","20697600","75801600","0.27305","1","1","0","0","0","0","0","0","0","0","4.40376e+09","ntoskrnl.exe","func@0x140201850","[Unknown]","0x140201850"
"func@0x18001bcc0","0.00439998","22310400","124185600","0.179654","1","0.2","0","0","0","0","0","0","0","0","5.07057e+09","ucrtbase.dll","func@0x18001bcc0","[Unknown]","0x18001bcc0"
"stbi__jpeg_dequantize","0.00399998","19353600","20428800","0.947368","0.1","0.05","0","1","0","0","0","0","0","0","4.83842e+09","kip_sequential_soa_profile.exe","stbi__jpeg_dequantize","stb_image.h","0x140013ac0"
"stbi__stdio_write","0.00369998","16396800","25267200","0.648936","1","0.7","0","0","0","0","0","0","0","0","4.43159e+09","kip_sequential_soa_profile.exe","stbi__stdio_write(void *, void *, int)","stb_image_write.h","0x140023ef0"
"stbi__get8","0.00369998","14515200","15590400","0.931034","0.0666667","0.4","0.2","0.333333","0","0","0","0","0","0","3.92304e+09","kip_sequential_soa_profile.exe","stbi__get8","stb_image.h","0x140021b25"
"func@0x1800413b9","0.00369998","17203200","63436800","0.271186","0.56","0.2","0.24","0","0","0","0","0","0","0","4.64953e+09","ntdll.dll","func@0x1800413b9","[Unknown]","0x1800413b9"
"func@0x14028dde0","0.00369998","18816000","37094400","0.507246","","","","","0","0","0","0","0","0","5.08543e+09","ntoskrnl.exe","func@0x14028dde0","[Unknown]","0x14028dde0"
"memcpy","0.00359998","19353600","10214400","1.89474","0.5","0.2","0.3","0","0","0","0","0","0","0","5.37602e+09","ucrtbase.dll","memcpy","[Unknown]","0x1800ee2d0"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.00349999","19084800","29030400","0.657407","0.1","0","0.75","0.166667","0","0","0","0","0","0","5.45282e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x14002601a"
"func@0x1406ae6c0","0.00329999","15052800","2688000","5.6","0.1","0.116667","0.616667","0.166667","0","0","0","0","0","0","4.56147e+09","ntoskrnl.exe","func@0x1406ae6c0","[Unknown]","0x1406ae6c0"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.00309999","17472000","90316800","0.193452","0.6","0.1","0.3","0","0","0","0","0","0","0","5.63615e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x14000e914"
"stbiw__jpg_calcBits","0.00289999","11827200","9139200","1.29412","0.2","0.2","0.6","0","0","0","0","0","0","0","4.07836e+09","kip_sequential_soa_profile.exe","stbiw__jpg_calcBits","stb_image_write.h","0x1400245ba"
"func@0x18004152e","0.00289999","12096000","66662400","0.181452","1","0.1","0","0","0","0","0","0","0","0","4.17105e+09","ntdll.dll","func@0x18004152e","[Unknown]","0x18004152e"
"func@0x1403441f5","0.00289999","17472000","15590400","1.12069","","","","","0","0","0","0","0","0","6.02485e+09","ntoskrnl.exe","func@0x1403441f5","[Unknown]","0x1403441f5"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.00279999","12364800","54835200","0.22549","","","","","0","0","0","0","0","0","4.41602e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x1400264d6"
"func@0x14030f65d","0.00269999","12633600","7526400","1.67857","0.3","0.35","0","1","0","0","0","0","0","0","4.67913e+09","ntoskrnl.exe","func@0x14030f65d","[Unknown]","0x14030f65d"
"ExpInterlockedPopEntrySList","0.00269999","6720000","7526400","0.892857","0.2","0.3","0","1","0","0","0","0","0","0","2.4889e+09","ntoskrnl.exe","ExpInterlockedPopEntrySList","[Unknown]","0x1406b5160"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.00249999","15321600","71500800","0.214286","0.85","0.025","0","0.75","0","0","0","0","0","0","6.12867e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x1400264ce"
"func@0x1402f88d0","0.00239999","6720000","26342400","0.255102","","","","0","0","0","0","0","0","0","2.80001e+09","ntoskrnl.exe","func@0x1402f88d0","[Unknown]","0x1402f88d0"
"func@0x140241a70","0.00239999","8870400","15590400","0.568966","","","","0","0","0","0","0","0","0","3.69602e+09","ntoskrnl.exe","func@0x140241a70","[Unknown]","0x140241a70"
"RtlCopyMemory","0.00219999","4838400","4838400","1","0.2","0.1","0","1","0","0","0","0","0","0","2.19928e+09","ntoskrnl.exe","RtlCopyMemory","[Unknown]","0x1406c1440"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.00209999","13171200","25804800","0.510417","0.6","0","0.4","0","0","0","0","0","0","0","6.27203e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x14000e54a"
"func@0x1400010e0","0.00209999","9408000","0","","0","0.0666667","0.933333","0","0","0","0","0","0","0","4.48002e+09","intelppm.sys","func@0x1400010e0","[Unknown]","0x1400010e0"
"func@0x140332f40","0.00209999","5644800","4838400","1.16667","0.4","0.1","0","1","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x140332f40","[Unknown]","0x140332f40"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.00209999","8332800","24729600","0.336957","0.8","0","0","1","0","0","0","0","0","0","3.96802e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x1400264df"
"func@0x140250fc0","0.00189999","9139200","6988800","1.30769","0.2","0","0","1","0","0","0","0","0","0","4.81013e+09","ntoskrnl.exe","func@0x140250fc0","[Unknown]","0x140250fc0"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.00179999","6451200","40320000","0.16","0.6","0.2","0.2","0","0","0","0","0","0","0","3.58402e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x14000e92c"
"stbiw__jpg_writeBits","0.00169999","4838400","10752000","0.45","","","","0","0","0","0","0","0","0","2.84613e+09","kip_sequential_soa_profile.exe","stbiw__jpg_writeBits","stb_image_write.h","0x14002468e"
"func@0x1403f6200","0.00149999","6182400","0","","","0","","","0","0","0","0","0","0","4.12162e+09","ntoskrnl.exe","func@0x1403f6200","[Unknown]","0x1403f6200"
"stbiw__jpg_writeBits","0.00149999","4838400","17740800","0.272727","","","","0","0","0","0","0","0","0","3.22561e+09","kip_sequential_soa_profile.exe","stbiw__jpg_writeBits","stb_image_write.h","0x140024a82"
"stbi__extend_receive","0.00149999","7257600","26880000","0.27","0","0.166667","0.833333","0","0","0","0","0","0","0","4.83842e+09","kip_sequential_soa_profile.exe","stbi__extend_receive","stb_image.h","0x140021e0d"
"func@0x1403440b0","0.00139999","3763200","9676800","0.388889","0","","","0","0","0","0","0","0","0","2.68801e+09","ntoskrnl.exe","func@0x1403440b0","[Unknown]","0x1403440b0"
"func@0x1403acc30","0.00139999","5913600","8601600","0.6875","0","","","0","0","0","0","0","0","0","4.22402e+09","ntoskrnl.exe","func@0x1403acc30","[Unknown]","0x1403acc30"
"stbi__jpeg_huff_decode","0.00139999","8601600","11289600","0.761905","0","0.025","0.975","0","0","0","0","0","0","0","6.14403e+09","kip_sequential_soa_profile.exe","stbi__jpeg_huff_decode","stb_image.h","0x140021d87"
"func@0x140bc076a","0.00129999","5107200","2150400","2.375","0","","","0","0","0","0","0","0","0","3.92863e+09","ntoskrnl.exe","func@0x140bc076a","[Unknown]","0x140bc076a"
"func@0x14024ed2a","0.00129999","6182400","6451200","0.958333","","0","","","0","0","0","0","0","0","4.75571e+09","ntoskrnl.exe","func@0x14024ed2a","[Unknown]","0x14024ed2a"
"stbiw__putc","0.00129999","8064000","22579200","0.357143","0.3","0.05","0.65","0","0","0","0","0","0","0","6.2031e+09","kip_sequential_soa_profile.exe","stbiw__putc","stb_image_write.h","0x1400249f9"
"func@0x1402c6150","0.00119999","6451200","0","","0","0.1","0","1","0","0","0","0","0","0","5.37602e+09","ntoskrnl.exe","func@0x1402c6150","[Unknown]","0x1402c6150"
"func@0x14040a340","0.00119999","7795200","1612800","4.83333","0.2","0","0.8","0","0","0","0","0","0","0","6.49603e+09","ntoskrnl.exe","func@0x14040a340","[Unknown]","0x14040a340"
"func@0x1406b3623","0.00119999","4838400","537600","9","0.2","0.4","0","1","0","0","0","0","0","0","4.03202e+09","ntoskrnl.exe","func@0x1406b3623","[Unknown]","0x1406b3623"
"func@0x1402498a0","0.0011","8601600","9676800","0.888889","0.6","0","0","1","0","0","0","0","0","0","7.81967e+09","ntoskrnl.exe","func@0x1402498a0","[Unknown]","0x1402498a0"
"func@0x14024d940","0.0011","5107200","5376000","0.95","0","0","1","0","0","0","0","0","0","0","4.64293e+09","ntoskrnl.exe","func@0x14024d940","[Unknown]","0x14024d940"
"func@0x140217428","0.0011","3763200","0","","0","0.05","0.45","0.5","0","0","0","0","0","0","3.42111e+09","igdkmdn64.sys","func@0x140217428","[Unknown]","0x140217428"
"func@0x14024e770","0.0011","4838400","4300800","1.125","0.2","0","0.8","0","0","0","0","0","0","0","4.39856e+09","ntoskrnl.exe","func@0x14024e770","[Unknown]","0x14024e770"
"func@0x1405eee00","0.0011","2419200","3225600","0.75","","","","0","0","0","0","0","0","0","2.19928e+09","atc.sys","func@0x1405eee00","[Unknown]","0x1405eee00"
"func@0x14026c040","0.0011","2956800","4300800","0.6875","0.4","0.4","0.2","0","0","0","0","0","0","0","2.68801e+09","atc.sys","func@0x14026c040","[Unknown]","0x14026c040"
"KeClockInterruptNotify","0.000999996","806400","1612800","0.5","0","0","1","0","0","0","0","0","0","0","8.06403e+08","ntoskrnl.exe","KeClockInterruptNotify","[Unknown]","0x14030f2c0"
"func@0x18000b730","0.000999996","2956800","8064000","0.366667","0","0.2","0.8","0","0","0","0","0","0","0","2.95681e+09","fltmgr.sys","func@0x18000b730","[Unknown]","0x18000b730"
"stbiw__jpg_writeBits","0.000999996","3494400","1075200","3.25","0","0.0666667","0.933333","0","0","0","0","0","0","0","3.49441e+09","kip_sequential_soa_profile.exe","stbiw__jpg_writeBits","stb_image_write.h","0x140024711"
"func@0x140282b40","0.000899996","2956800","2688000","1.1","0.2","0.2","0.6","0","0","0","0","0","0","0","3.28535e+09","ntoskrnl.exe","func@0x140282b40","[Unknown]","0x140282b40"
"func@0x14024bee0","0.000899996","6182400","1075200","5.75","","0","","","0","0","0","0","0","0","6.86936e+09","ntoskrnl.exe","func@0x14024bee0","[Unknown]","0x14024bee0"
"func@0x140002700","0.000899996","1075200","0","","0","0","","","0","0","0","0","0","0","1.19467e+09","intelppm.sys","func@0x140002700","[Unknown]","0x140002700"
"func@0x140226fb0","0.000799997","7257600","4300800","1.6875","0","0","0","1","0","0","0","0","0","0","9.07204e+09","ntoskrnl.exe","func@0x140226fb0","[Unknown]","0x140226fb0"
"func@0x14027cf20","0.000799997","2956800","3225600","0.916667","","0","","0","0","0","0","0","0","0","3.69602e+09","ntoskrnl.exe","func@0x14027cf20","[Unknown]","0x14027cf20"
"func@0x140296dd2","0.000799997","3494400","537600","6.5","0","0","1","0","0","0","0","0","0","0","4.36802e+09","ntoskrnl.exe","func@0x140296dd2","[Unknown]","0x140296dd2"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.000799997","806400","2150400","0.375","0","0","1","0","0","0","0","0","0","0","1.008e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x14000e53a"
"RtlHashUnicodeString","0.000799997","2956800","3225600","0.916667","0","","","0","0","0","0","0","0","0","3.69602e+09","ntoskrnl.exe","RtlHashUnicodeString","[Unknown]","0x14096eab0"
"func@0x1406b3ad0","0.000799997","3763200","537600","7","0","0.1","0","1","0","0","0","0","0","0","4.70402e+09","ntoskrnl.exe","func@0x1406b3ad0","[Unknown]","0x1406b3ad0"
"func@0x14027b070","0.000799997","2688000","1075200","2.5","0","0.05","0","1","0","0","0","0","0","0","3.36001e+09","ntoskrnl.exe","func@0x14027b070","[Unknown]","0x14027b070"
"func@0x1402fd4b0","0.000799997","1881600","4838400","0.388889","","","","0","0","0","0","0","0","0","2.35201e+09","ntoskrnl.exe","func@0x1402fd4b0","[Unknown]","0x1402fd4b0"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0.000699997","4569600","14515200","0.314815","","0","","","0","0","0","0","0","0","6.52803e+09","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x1400264f1"
"func@0x1404f1d10","0.000699997","4300800","2688000","1.6","0","0","1","0","0","0","0","0","0","0","6.14403e+09","ntoskrnl.exe","func@0x1404f1d10","[Unknown]","0x1404f1d10"
