"Function / Call Stack","CPU Time","Clockticks","Instructions Retired","CPI Rate","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Stores Bound","Load Bound","Average CPU Frequency","Module","Function (Full)","Source File","Start Address"
"ExAllocateFromLookasideListEx","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","ExAllocateFromLookasideListEx","[Unknown]","0x1403c4790"
"func@0x18001a2cc","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","kernelbase.dll","func@0x18001a2cc","[Unknown]","0x18001a2cc"
"func@0x1800082b0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","apphelp.dll","func@0x1800082b0","[Unknown]","0x1800082b0"
"func@0x1402f7bef","0","0","537600","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402f7bef","[Unknown]","0x1402f7bef"
"FsRtlLookupPerFileObjectContext","0","0","0","0","","0","","0","0","0","0","0","0","0","0","ntoskrnl.exe","FsRtlLookupPerFileObjectContext","[Unknown]","0x1402847b0"
"func@0x140276760","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140276760","[Unknown]","0x140276760"
"func@0x1408c1c00","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1408c1c00","[Unknown]","0x1408c1c00"
"func@0x140269360","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140269360","[Unknown]","0x140269360"
"func@0x140216b44","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140216b44","[Unknown]","0x140216b44"
"SdbGetNextChild","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","apphelp.dll","SdbGetNextChild","[Unknown]","0x180006bd0"
"func@0x1402a7c20","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402a7c20","[Unknown]","0x1402a7c20"
"func@0x1800106d3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","apphelp.dll","func@0x1800106d3","[Unknown]","0x1800106d3"
"func@0x14000dc30","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","dxgmms2.sys","func@0x14000dc30","[Unknown]","0x14000dc30"
"func@0x14093c378","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14093c378","[Unknown]","0x14093c378"
"func@0x140435020","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140435020","[Unknown]","0x140435020"
"FsRtlReleaseHeaderMutex","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","FsRtlReleaseHeaderMutex","[Unknown]","0x1402bc4d0"
"func@0x14002b0d8","0","0","0","0","0","","","0","0","0","0","0","0","0","0","dxgmms2.sys","func@0x14002b0d8","[Unknown]","0x14002b0d8"
"func@0x140238800","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140238800","[Unknown]","0x140238800"
"func@0x1403db3f0","0","268800","1075200","0.25","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403db3f0","[Unknown]","0x1403db3f0"
"func@0x14032ae30","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14032ae30","[Unknown]","0x14032ae30"
"func@0x180014d50","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","apphelp.dll","func@0x180014d50","[Unknown]","0x180014d50"
"func@0x140227476","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140227476","[Unknown]","0x140227476"
"func@0x140955d80","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140955d80","[Unknown]","0x140955d80"
"func@0x14000bf80","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ndis.sys","func@0x14000bf80","[Unknown]","0x14000bf80"
"func@0x140205f6b","0","537600","0","","","0","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140205f6b","[Unknown]","0x140205f6b"
"func@0x14020ad30","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14020ad30","[Unknown]","0x14020ad30"
"func@0x1403b4a8f","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403b4a8f","[Unknown]","0x1403b4a8f"
"func@0x140237200","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140237200","[Unknown]","0x140237200"
"func@0x1403eeca0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403eeca0","[Unknown]","0x1403eeca0"
"func@0x14020bcc0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14020bcc0","[Unknown]","0x14020bcc0"
"func@0x14001a0e0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ndis.sys","func@0x14001a0e0","[Unknown]","0x14001a0e0"
"func@0x140326acc","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140326acc","[Unknown]","0x140326acc"
"func@0x1402374d0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402374d0","[Unknown]","0x1402374d0"
"func@0x140343c70","0","0","1075200","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140343c70","[Unknown]","0x140343c70"
"ExReleaseSpinLockExclusive","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","ExReleaseSpinLockExclusive","[Unknown]","0x1402dc610"
"func@0x180005d60","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x180005d60","[Unknown]","0x180005d60"
"func@0x1400dfe2b","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","win32kfull.sys","func@0x1400dfe2b","[Unknown]","0x1400dfe2b"
"DeleteProcThreadAttributeList","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","kernelbase.dll","DeleteProcThreadAttributeList","[Unknown]","0x18011fb60"
"func@0x14045a530","0","806400","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14045a530","[Unknown]","0x14045a530"
"func@0x140227ad0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140227ad0","[Unknown]","0x140227ad0"
"func@0x14027bb79","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14027bb79","[Unknown]","0x14027bb79"
"func@0x1402a83fe","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402a83fe","[Unknown]","0x1402a83fe"
"func@0x14046bb30","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14046bb30","[Unknown]","0x14046bb30"
"func@0x18000463c","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","kernelbase.dll","func@0x18000463c","[Unknown]","0x18000463c"
"func@0x1402a214c","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402a214c","[Unknown]","0x1402a214c"
"func@0x14032f151","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14032f151","[Unknown]","0x14032f151"
"func@0x1402a0de0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402a0de0","[Unknown]","0x1402a0de0"
"func@0x14030bfe0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14030bfe0","[Unknown]","0x14030bfe0"
"func@0x1405de9ec","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1405de9ec","[Unknown]","0x1405de9ec"
"func@0x14045e38c","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14045e38c","[Unknown]","0x14045e38c"
"func@0x1400850db","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","gemma.sys","func@0x1400850db","[Unknown]","0x1400850db"
"func@0x1405d0190","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1405d0190","[Unknown]","0x1405d0190"
"func@0x14001aed0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","storport.sys","func@0x14001aed0","[Unknown]","0x14001aed0"
"func@0x140421870","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140421870","[Unknown]","0x140421870"
"func@0x1402d6620","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402d6620","[Unknown]","0x1402d6620"
"func@0x18002d060","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x18002d060","[Unknown]","0x18002d060"
"func@0x1402a6aa4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402a6aa4","[Unknown]","0x1402a6aa4"
"func@0x1402a2230","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402a2230","[Unknown]","0x1402a2230"
"func@0x1402a6cb8","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402a6cb8","[Unknown]","0x1402a6cb8"
"func@0x14029df60","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14029df60","[Unknown]","0x14029df60"
"func@0x1404e01d0","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1404e01d0","[Unknown]","0x1404e01d0"
"KeReleaseInStackQueuedSpinLockFromDpcLevel","0","268800","0","","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","KeReleaseInStackQueuedSpinLockFromDpcLevel","[Unknown]","0x1402bf6c0"
"func@0x14027aaf0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14027aaf0","[Unknown]","0x14027aaf0"
"func@0x1403adcc0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403adcc0","[Unknown]","0x1403adcc0"
"func@0x140464ca8","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140464ca8","[Unknown]","0x140464ca8"
"KeOrAffinityEx2","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","KeOrAffinityEx2","[Unknown]","0x1403235d0"
"func@0x1406b4330","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1406b4330","[Unknown]","0x1406b4330"
"func@0x180005200","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x180005200","[Unknown]","0x180005200"
"func@0x1402a7d00","0","0","1075200","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402a7d00","[Unknown]","0x1402a7d00"
"func@0x14029ae40","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14029ae40","[Unknown]","0x14029ae40"
"func@0x1402a36b0","0","0","1075200","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402a36b0","[Unknown]","0x1402a36b0"
"func@0x1402a6154","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402a6154","[Unknown]","0x1402a6154"
"func@0x140099dbc","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","gemma.sys","func@0x140099dbc","[Unknown]","0x140099dbc"
"func@0x14042dc50","0","537600","537600","1","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14042dc50","[Unknown]","0x14042dc50"
"KeSubtractAffinityEx2","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","KeSubtractAffinityEx2","[Unknown]","0x1402a8450"
"MmMapLockedPagesSpecifyCache","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","MmMapLockedPagesSpecifyCache","[Unknown]","0x140294e30"
"func@0x180031020","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x180031020","[Unknown]","0x180031020"
"func@0x140252570","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140252570","[Unknown]","0x140252570"
"func@0x14038b998","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14038b998","[Unknown]","0x14038b998"
"func@0x18005a636","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","kernelbase.dll","func@0x18005a636","[Unknown]","0x18005a636"
"func@0x1403da9f0","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403da9f0","[Unknown]","0x1403da9f0"
"KeAddProcessorAffinityEx","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","KeAddProcessorAffinityEx","[Unknown]","0x14027ced0"
"func@0x140ae52b0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140ae52b0","[Unknown]","0x140ae52b0"
"func@0x1406b6800","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1406b6800","[Unknown]","0x1406b6800"
"func@0x14033a820","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14033a820","[Unknown]","0x14033a820"
"func@0x14025fdb0","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14025fdb0","[Unknown]","0x14025fdb0"
"[Outside any known module]","0","537600","0","","0","","","0","0","0","0","0","0","0","","[Unknown]","[Outside any known module]","[Unknown]","0"
"func@0x140301900","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140301900","[Unknown]","0x140301900"
"func@0x1404e5cd0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1404e5cd0","[Unknown]","0x1404e5cd0"
"ObGetObjectType","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","ObGetObjectType","[Unknown]","0x1409a96a0"
"func@0x14023ffc4","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14023ffc4","[Unknown]","0x14023ffc4"
"func@0x140009450","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","applockerfltr.sys","func@0x140009450","[Unknown]","0x140009450"
"func@0x1403446ba","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403446ba","[Unknown]","0x1403446ba"
"func@0x14035c120","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14035c120","[Unknown]","0x14035c120"
"RtlNumberOfSetBitsEx","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","RtlNumberOfSetBitsEx","[Unknown]","0x14040ad60"
"KeLeaveCriticalRegion","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","KeLeaveCriticalRegion","[Unknown]","0x14027dbe0"
"func@0x140299030","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140299030","[Unknown]","0x140299030"
"func@0x140427806","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140427806","[Unknown]","0x140427806"
"func@0x140839c90","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140839c90","[Unknown]","0x140839c90"
"StorPortNotification","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","storport.sys","StorPortNotification","[Unknown]","0x140049d40"
"SeShouldCheckForAccessRightsFromParent","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","SeShouldCheckForAccessRightsFromParent","[Unknown]","0x14099a4b0"
"func@0x1402ff8ac","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402ff8ac","[Unknown]","0x1402ff8ac"
"func@0x1402783ef","0","806400","0","","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402783ef","[Unknown]","0x1402783ef"
"func@0x140235c30","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140235c30","[Unknown]","0x140235c30"
"func@0x14034b1c0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14034b1c0","[Unknown]","0x14034b1c0"
"SeQueryInformationToken","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","SeQueryInformationToken","[Unknown]","0x1408e5c10"
"func@0x140204780","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140204780","[Unknown]","0x140204780"
"func@0x140257ac0","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140257ac0","[Unknown]","0x140257ac0"
"func@0x1402c2c50","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402c2c50","[Unknown]","0x1402c2c50"
"FlsGetValue","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","kernel32.dll","FlsGetValue","[Unknown]","0x180012a00"
"func@0x14083f270","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14083f270","[Unknown]","0x14083f270"
"func@0x180002800","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x180002800","[Unknown]","0x180002800"
"func@0x1404d66f0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1404d66f0","[Unknown]","0x1404d66f0"
"func@0x1402a3678","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402a3678","[Unknown]","0x1402a3678"
"func@0x1c00037e0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fileinfo.sys","func@0x1c00037e0","[Unknown]","0x1c00037e0"
"func@0x1403adab0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403adab0","[Unknown]","0x1403adab0"
"func@0x140320455","0","268800","0","","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140320455","[Unknown]","0x140320455"
"func@0x1404e0250","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1404e0250","[Unknown]","0x1404e0250"
"func@0x1400019b0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","luafv.sys","func@0x1400019b0","[Unknown]","0x1400019b0"
"CcSetDirtyPinnedData","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","CcSetDirtyPinnedData","[Unknown]","0x14026c170"
"func@0x14032ffb0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14032ffb0","[Unknown]","0x14032ffb0"
"func@0x1402f6ad0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402f6ad0","[Unknown]","0x1402f6ad0"
"func@0x18001db80","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x18001db80","[Unknown]","0x18001db80"
"func@0x1402c2fa0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402c2fa0","[Unknown]","0x1402c2fa0"
"func@0x1403afd50","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403afd50","[Unknown]","0x1403afd50"
"func@0x14020aff0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14020aff0","[Unknown]","0x14020aff0"
"func@0x1402985d0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402985d0","[Unknown]","0x1402985d0"
"func@0x180006d80","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","bdhkm64.dll","func@0x180006d80","[Unknown]","0x180006d80"
"func@0x180033f00","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","bdhkm64.dll","func@0x180033f00","[Unknown]","0x180033f00"
"func@0x1c0013500","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fileinfo.sys","func@0x1c0013500","[Unknown]","0x1c0013500"
"func@0x14022ac00","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14022ac00","[Unknown]","0x14022ac00"
"func@0x140333163","0","537600","1075200","0.5","0","0","","","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140333163","[Unknown]","0x140333163"
"func@0x14045b0c0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14045b0c0","[Unknown]","0x14045b0c0"
"[fileinfo.sys]","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","fileinfo.sys","[fileinfo.sys]","[Unknown]","0"
"func@0x140023f20","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","storport.sys","func@0x140023f20","[Unknown]","0x140023f20"
"func@0x1c0001dc0","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","fileinfo.sys","func@0x1c0001dc0","[Unknown]","0x1c0001dc0"
"FsRtlGetIoAtEof","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","FsRtlGetIoAtEof","[Unknown]","0x140430880"
"func@0x1402961b4","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402961b4","[Unknown]","0x1402961b4"
"func@0x1402109b4","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402109b4","[Unknown]","0x1402109b4"
"func@0x1c0001000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fileinfo.sys","func@0x1c0001000","[Unknown]","0x1c0001000"
"func@0x140448554","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140448554","[Unknown]","0x140448554"
"func@0x1409f43c0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1409f43c0","[Unknown]","0x1409f43c0"
"func@0x140342910","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140342910","[Unknown]","0x140342910"
"func@0x1402d079c","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402d079c","[Unknown]","0x1402d079c"
"func@0x14020b0ec","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14020b0ec","[Unknown]","0x14020b0ec"
"func@0x18000f6c0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x18000f6c0","[Unknown]","0x18000f6c0"
"func@0x18002f0e0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x18002f0e0","[Unknown]","0x18002f0e0"
"func@0x1408bfafa","0","537600","0","","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1408bfafa","[Unknown]","0x1408bfafa"
"func@0x1402a482c","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402a482c","[Unknown]","0x1402a482c"
"func@0x1403caaf0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403caaf0","[Unknown]","0x1403caaf0"
"func@0x1408dbc46","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1408dbc46","[Unknown]","0x1408dbc46"
"func@0x140392dab","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140392dab","[Unknown]","0x140392dab"
"func@0x14044e4a0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14044e4a0","[Unknown]","0x14044e4a0"
"func@0x14046e2a0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14046e2a0","[Unknown]","0x14046e2a0"
"func@0x18001a400","0","268800","0","","","","","0","0","0","0","0","0","0","","bdhkm64.dll","func@0x18001a400","[Unknown]","0x18001a400"
"func@0x1400418c4","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ahcache.sys","func@0x1400418c4","[Unknown]","0x1400418c4"
"func@0x1408c0c2f","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1408c0c2f","[Unknown]","0x1408c0c2f"
"func@0x1409230c0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1409230c0","[Unknown]","0x1409230c0"
"FsRtlAddBaseMcbEntryEx","0","268800","0","","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","FsRtlAddBaseMcbEntryEx","[Unknown]","0x1403b48c0"
"func@0x1408731dd","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1408731dd","[Unknown]","0x1408731dd"
"func@0x140222c10","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140222c10","[Unknown]","0x140222c10"
"func@0x1402574d0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402574d0","[Unknown]","0x1402574d0"
"func@0x14024caf0","0","268800","537600","0.5","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14024caf0","[Unknown]","0x14024caf0"
"func@0x140279a00","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140279a00","[Unknown]","0x140279a00"
"func@0x14012b360","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","iastorvd.sys","func@0x14012b360","[Unknown]","0x14012b360"
"func@0x140abcd45","0","268800","0","","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140abcd45","[Unknown]","0x140abcd45"
"func@0x140abd212","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140abd212","[Unknown]","0x140abd212"
"func@0x14027dbc0","0","806400","1612800","0.5","","0","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14027dbc0","[Unknown]","0x14027dbc0"
"CcCopyWriteEx","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","CcCopyWriteEx","[Unknown]","0x14049d140"
"func@0x14029a460","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14029a460","[Unknown]","0x14029a460"
"func@0x1402f7cb2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402f7cb2","[Unknown]","0x1402f7cb2"
"ExAcquireFastMutexUnsafe","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","ExAcquireFastMutexUnsafe","[Unknown]","0x1403c8f20"
"func@0x140365810","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140365810","[Unknown]","0x140365810"
"func@0x1403089ac","0","1075200","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403089ac","[Unknown]","0x1403089ac"
"func@0x140038850","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ahcache.sys","func@0x140038850","[Unknown]","0x140038850"
"func@0x140001ea0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","intelppm.sys","func@0x140001ea0","[Unknown]","0x140001ea0"
"KeAcquireQueuedSpinLock","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","KeAcquireQueuedSpinLock","[Unknown]","0x14034d570"
